  -5.2328717e+01  -8.6971003e+01  -3.7000000e+02
  -7.3113215e+01  -7.0403890e+01  -3.6924242e+02
  -8.8884061e+01  -4.9008914e+01  -3.6848485e+02
  -9.8559788e+01  -2.4253209e+01  -3.6772727e+02
  -1.0147689e+02   2.1656306e+00  -3.6696970e+02
  -9.7435342e+01   2.8435965e+01  -3.6621212e+02
  -8.6712277e+01   5.2756337e+01  -3.6545455e+02
  -7.0043020e+01   7.3459005e+01  -3.6469697e+02
  -4.8570645e+01   8.9124309e+01  -3.6393939e+02
  -2.3767596e+01   9.8678019e+01  -3.6318182e+02
   2.6652874e+00   1.0146500e+02  -3.6242424e+02
   2.8915402e+01   9.7294139e+01  -3.6166667e+02
   5.3182677e+01   8.6451448e+01  -3.6090909e+02
   7.3803014e+01   6.9680451e+01  -3.6015152e+02
   8.9362395e+01   4.8131199e+01  -3.5939394e+02
   9.8793856e+01   2.3281407e+01  -3.5863636e+02
   1.0145065e+02  -3.1648795e+00  -3.5787879e+02
   9.7150577e+01  -2.9394138e+01  -3.5712121e+02
   8.6188522e+01  -5.3607729e+01  -3.5636364e+02
   6.9316192e+01  -7.4145233e+01  -3.5560606e+02
   4.7690585e+01  -8.9598315e+01  -3.5484848e+02
   2.2794653e+01  -9.8907299e+01  -3.5409091e+02
  -3.6643949e+00  -1.0143383e+02  -3.5333333e+02
  -2.9872162e+01  -9.7004659e+01  -3.5257576e+02
  -5.4031480e+01  -8.5923507e+01  -3.5181818e+02
  -7.4485654e+01  -6.8950252e+01  -3.5106061e+02
  -8.9832062e+01  -4.7248816e+01  -3.5030303e+02
  -9.9018343e+01  -2.2307347e+01  -3.4954545e+02
  -1.0141456e+02   4.1638215e+00  -3.4878788e+02
  -9.6856390e+01   3.0349461e+01  -3.4803030e+02
  -8.5656409e+01   5.4453922e+01  -3.4727273e+02
  -6.8582641e+01   7.4824270e+01  -3.4651515e+02
  -4.6805900e+01   9.0063631e+01  -3.4575758e+02
  -2.1819500e+01   9.9126986e+01  -3.4500000e+02
   4.6631471e+00   1.0139283e+02  -3.4424242e+02
   3.0826024e+01   9.6705771e+01  -3.4348485e+02
   5.4875043e+01   8.5387234e+01  -3.4272727e+02
   7.5161071e+01   6.8213367e+01  -3.4196970e+02
   9.0293017e+01   4.6361850e+01  -3.4121212e+02
   9.9233226e+01   2.1331123e+01  -3.4045455e+02
   1.0136863e+02  -5.1623597e+00  -3.3969697e+02
   9.6552808e+01  -3.1301840e+01  -3.3893939e+02
   8.5115988e+01  -5.5294834e+01  -3.3818182e+02
   6.7842439e+01  -7.5496049e+01  -3.3742424e+02
   4.5916675e+01  -9.0520213e+01  -3.3666667e+02
   2.0842230e+01  -9.9337060e+01  -3.3590909e+02
  -5.6614470e+00  -1.0134199e+02  -3.3515152e+02
  -3.1776897e+01  -9.6397504e+01  -3.3439394e+02
  -5.5713283e+01  -8.4842678e+01  -3.3363636e+02
  -7.5829197e+01  -6.7469866e+01  -3.3287879e+02
  -9.0745214e+01  -4.5470387e+01  -3.3212121e+02
  -9.9438485e+01  -2.0352831e+01  -3.3136364e+02
  -1.0131288e+02   6.1603971e+00  -3.3060606e+02
  -9.6239863e+01   3.2251183e+01  -3.2984848e+02
  -8.4567312e+01   5.6130382e+01  -3.2909091e+02
  -6.7095657e+01   7.6160507e+01  -3.2833333e+02
  -4.5022997e+01   9.0968015e+01  -3.2757576e+02
  -1.9862938e+01   9.9537499e+01  -3.2681818e+02
   6.6591978e+00   1.0128132e+02  -3.2606061e+02
   3.2724687e+01   9.6079888e+01  -3.2530303e+02
   5.6546120e+01   8.4289894e+01  -3.2454545e+02
   7.6489970e+01   6.6719821e+01  -3.2378788e+02
   9.1188610e+01   4.4574515e+01  -3.2303030e+02
   9.9634099e+01   1.9372564e+01  -3.2227273e+02
   1.0124730e+02  -7.1578371e+00  -3.2151515e+02
   9.5917583e+01  -3.3197398e+01  -3.2075758e+02
   8.4010433e+01  -5.6960487e+01  -3.2000000e+02
   6.6342367e+01  -7.6817578e+01  -3.1924242e+02
   4.4124952e+01  -9.1406994e+01  -3.1848485e+02
   1.8881721e+01  -9.9728284e+01  -3.1772727e+02
  -7.6563028e+00  -1.0121082e+02  -3.1696970e+02
  -3.3669304e+01  -9.5752953e+01  -3.1621212e+02
  -5.7373473e+01  -8.3728935e+01  -3.1545455e+02
  -7.7143324e+01  -6.5963305e+01  -3.1469697e+02
  -9.1623162e+01  -4.3674319e+01  -3.1393939e+02
  -9.9820051e+01  -1.8390419e+01  -3.1318182e+02
  -1.0117190e+02   8.1545829e+00  -3.1242424e+02
  -9.5586001e+01   3.4140394e+01  -3.1166667e+02
  -8.3445407e+01   5.7785068e+01  -3.1090909e+02
  -6.5582644e+01   7.7467199e+01  -3.1015152e+02
