   4.7869331882675283e+01	   1.8349564650441707e+01	  -1.9252511311927077e+02	
   1.8206956297491118e+01	   9.6350663397529360e+01	  -2.0683815287031243e+02	
   1.7096882549256557e+02	   1.8605829801765282e+02	  -2.3542954396886699e+02	
   1.7589204555949024e+02	   8.9421792303138403e+01	  -1.8406425711704674e+02	
   1.3827554276923280e+02	   6.2147615449328875e+01	  -1.7208508784623601e+02	
   4.7278111230043926e+01	   4.8839523104571406e+01	  -2.4542204655771360e+02	
   1.2315673025982173e+02	   1.8805123880919845e+02	  -2.0106163111378163e+02	
   6.2273399411332917e+01	   6.8539366131814177e+01	  -1.8056940931537170e+02	
   9.0379138157314827e+01	   1.7379282178139334e+02	  -2.3602471882063662e+02	
   3.2687106878898376e+01	   1.8604015569793989e+02	  -2.3863865728744702e+02	
   4.5437498411301448e+01	   6.7490485730057898e+01	  -2.3148105471923958e+02	
   8.6151740909308216e+00	   5.4233421555278724e+01	  -2.4114891304742773e+02	
   5.9639354299406079e+01	   1.0522434231700728e+02	  -2.2580740114889741e+02	
   9.4680394720035736e+01	   1.1974971644069056e+02	  -2.2210192304338520e+02	
   6.8741346796005658e+01	   1.1292556986237281e+02	  -2.0494206959465095e+02	
   1.6575760814610632e+02	   2.4829014167549033e+01	  -2.0972027309239672e+02	
   2.8548051160990017e+01	   1.1340285795361599e+02	  -2.0783262363541584e+02	
   1.7488690911174753e+01	   9.4566234866023152e+01	  -2.1665767503404240e+02	
   1.8127730594696629e+02	   5.3941425133024467e+01	  -2.2771112872879107e+02	
   1.8075109727427551e+02	   1.9678904613032944e+02	  -2.1189228776475318e+02	
   4.6912412865799638e+01	   4.2598829992017649e+01	  -1.9416776703493329e+02	
   1.0156085775941359e+02	   4.9990498439862321e+01	  -2.0220239546988779e+02	
   1.1012549683066166e+02	   1.9022496829996095e+02	  -1.9711599179792819e+02	
   1.2766625648459949e+02	   1.4861447412796099e+02	  -1.9140443779085626e+02	
   1.1455797947643096e+02	   1.0233125961975608e+02	  -2.0510698042785677e+02	
   1.0629388264583433e+02	   9.1022296254856983e+01	  -1.7826804640845990e+02	
   1.8382060383837455e+02	   6.1705420211375554e+01	  -1.8157319927996042e+02	
   3.1881558802377086e+00	   1.4265576858615100e+02	  -2.3884000820928543e+02	
   4.1466618097691565e+01	   1.8162396361922120e+02	  -2.1517900174357180e+02	
   1.1655134950565835e+02	   8.8922595017492782e+01	  -1.7804426720834536e+02	
   1.4824507840820527e+02	   1.5489194801727342e+02	  -2.2045755581890617e+02	
   1.0528587878633984e+02	   1.1361281262608338e+02	  -2.0852296098849584e+02	
   1.9155341341345567e+02	   2.1108613411287045e+01	  -2.3840138259459724e+02	
   1.9719074403724625e+02	   8.1084992382409339e+01	  -2.4370610067356901e+02	
   1.5968202280836323e+02	   6.7195675117354426e+01	  -1.9604716061552176e+02	
   1.4545053186649767e+02	   5.1819432574511112e+01	  -2.4620633949462916e+02	
   3.1277301343910715e+01	   9.3197075291746629e+01	  -2.2867455972408348e+02	
   1.6979959110771364e+02	   1.1515884848247089e+02	  -1.7719324616621014e+02	
   1.0310130033675247e+01	   1.7087341779126811e+02	  -1.9906942243825856e+02	
   1.2885175960110752e+02	   5.7361619535095887e+00	  -2.0397744501184695e+02	
   8.8376428308951120e+01	   1.4682478476178801e+02	  -2.4886135654725857e+02	
   2.6637695469011069e+00	   4.6286590232731470e+01	  -2.3241202945185725e+02	
   2.9607758653186632e+01	   1.5618189775069339e+02	  -2.1443125884306542e+02	
   1.2358803563321297e+02	   1.3564360887539442e+02	  -2.2061993572071674e+02	
   1.8672958638286318e+02	   3.2518616641791944e+01	  -1.7724527320007164e+02	
   1.2771820424643269e+02	   5.0006819477826838e+01	  -2.2367173920854339e+02	
   1.8398674063739148e+02	   1.9507527259779062e+02	  -1.7246231373498148e+02	
   1.4815771708730082e+02	   1.5437561686763399e+02	  -2.1463056705204872e+02	
   7.5730708905706038e+01	   1.6957342571606699e+02	  -2.4926549815652325e+02	
   7.2282994873590553e+01	   7.3929568601770953e+01	  -1.9122860960892729e+02	
   1.8533205084472976e+02	   1.3535303277857369e+02	  -1.9629556179511349e+02	
   8.1589836200304688e+01	   8.6334955816143946e+01	  -2.4987396422235429e+02	
   3.2186527877472004e+00	   1.3078874746742954e+02	  -2.2294518005770010e+02	
   1.7602316901643199e+01	   1.3582236143455100e+02	  -1.8754825559539674e+02	
   1.4118029247236706e+02	   1.8949758239959294e+02	  -2.1547900953122942e+02	
   1.7988236311602353e+02	   1.0128939326514978e+02	  -1.9815420450397733e+02	
   1.6598550857874679e+02	   8.8649400458254661e+01	  -1.7349718874865161e+02	
   9.7007011529328466e+01	   1.9284296599416884e+01	  -2.4222159977039991e+02	
   5.4977200165474002e+01	   8.9572571072501290e+01	  -1.8990584504174578e+02	
   9.2920819825579272e+01	   1.6340377367967093e+02	  -1.7275987910810136e+02	
   1.4060365840026321e+02	   8.2585339179226807e+01	  -1.8098179341974983e+02	
   1.5260224186532693e+02	   1.2000192723153998e+02	  -1.9001230040700153e+02	
   1.9831229168111847e+02	   1.7335638365221651e+01	  -2.0041843294715676e+02	
   1.4396029378583512e+02	   2.3463424759015751e+01	  -2.4503543231716066e+02	
   9.1394964278874596e+01	   1.9829502997891154e+02	  -1.7277684191425448e+02	
   1.0277333525935362e+02	   1.3077594425866624e+02	  -2.0025299956109043e+02	
   7.1042313621663354e+01	   1.2723555046744426e+02	  -1.8426006154641860e+02	
   9.6915333702953248e+01	   1.7333071036046138e+02	  -1.7278743800809008e+02	
   1.4224460161690550e+02	   5.5234619171177201e+01	  -2.4004928616000097e+02	
   1.6363052271646617e+02	   1.3319631702002204e+02	  -2.4768118426085113e+02	
   1.4749217386145762e+02	   1.4936235440040235e+01	  -2.1646502100116214e+02	
   1.8961166980584457e+02	   1.0973658640693751e+01	  -1.9955031749381882e+02	
   7.0210641275872931e+01	   1.7339242575359592e+02	  -2.4306248737520480e+02	
   1.3357503244160037e+02	   1.7761379787708421e+02	  -2.2100572232770764e+02	
   1.7763338771321818e+02	   1.9627672695302664e+02	  -2.0762327413227425e+02	
   1.3786521969168325e+02	   1.7964081435445641e+02	  -2.4120513459986796e+02	
   1.5255466926688709e+02	   2.5560860924499384e+01	  -1.8434691845343781e+02	
   1.1046412039076073e+02	   3.1012721683436340e+01	  -2.3402576530189395e+02	
   1.3502457341184915e+01	   1.6269164112389788e+02	  -2.4298267692875828e+02	
   1.1498747990179965e+02	   1.0401650592357842e+02	  -2.3327531235105175e+02	
   3.9878270935559868e+01	   1.5844213382040985e+02	  -2.3500165931828576e+02	
